userId,movieId,rating,timestamp
1,1,4.0,964982703
1,70,3.0,964982400
1,163,5.0,964983650
1,296,3.0,964982967
1,316,3.0,964982310
1,349,4.0,964982563
1,423,3.0,964982363
1,590,4.0,964982546
1,661,5.0,964982838
1,1009,3.0,964981775
1,1029,5.0,964982855
1,1031,5.0,964982653
1,1090,4.0,964984018
1,1092,5.0,964983484
1,1136,5.0,964981327
1,1213,5.0,964982951
1,1275,5.0,964982290
1,1278,5.0,964983414
1,1282,5.0,964982703
1,1291,5.0,964981909
1,1620,4.0,964983056
1,1644,3.0,964983536
1,1920,4.0,964981780
1,1954,5.0,964982176
1,1967,4.0,964981710
1,2018,5.0,964980523
1,2046,4.0,964982563
1,2093,3.0,964981710
1,2096,4.0,964982838
1,2105,4.0,964981725
1,2115,5.0,964982529
1,2193,4.0,964981710
1,2329,5.0,964983263
1,2338,2.0,964983546
1,2389,2.0,964983094
1,2858,5.0,964980868
1,3247,3.0,964983108
1,3273,5.0,964983536
1,3489,4.0,964981775
1,3702,5.0,964983737
2,8798,3.5,1445714960
2,60756,5.0,1445714980
2,68157,4.5,1445715154
2,71535,3.0,1445714974
2,74458,4.0,1445714926
2,79132,4.0,1445714841
2,89774,5.0,1445715189
2,99114,3.5,1445714874
2,115713,3.5,1445714854
3,688,0.5,1306464228
3,914,0.5,1306463567
3,1124,0.5,1306464216
3,1275,3.5,1306463323
3,2018,0.5,1306464175
3,2080,0.5,1306463572
3,2105,2.0,1306463559
3,3024,4.5,1306464054
3,4518,5.0,1306463770
3,72378,0.5,1306464164
4,21,3.0,986935199
4,171,3.0,945078428
4,296,1.0,945173350
4,357,3.0,964623306
4,914,5.0,945079670
4,1084,5.0,945079259
4,1103,5.0,964539723
4,1136,5.0,986934625
4,1188,5.0,964538500
4,1213,4.0,945079729
4,1279,2.0,986934832
4,1282,5.0,945079653
4,1283,5.0,945078690
4,1291,4.0,964538763
4,1304,3.0,945078467
4,1466,4.0,945173492
4,1883,4.0,964622642
4,1907,3.0,964540505
4,1967,5.0,945078967
4,2858,5.0,964539140
4,3079,3.0,964778197
4,3160,4.0,964539121
4,3489,1.0,986848908
4,3897,4.0,986934465
4,3967,4.0,986849164
4,4034,5.0,986848753
4,4239,5.0,986848685
5,1,4.0,847434962
5,21,4.0,847435238
5,150,3.0,847434748
5,296,5.0,847434748
5,316,2.0,847434832
5,349,3.0,847434832
5,357,2.0,847435238
5,474,4.0,847435337
5,590,5.0,847434747
5,597,3.0,847434962
6,8,3.0,845555281
6,10,3.0,845553253
6,13,3.0,845555588
6,21,2.0,845553382
6,24,4.0,845554397
6,27,3.0,845555402
6,46,4.0,845554551
6,61,4.0,845555454
6,89,4.0,845555124
6,145,4.0,845553966
6,150,4.0,845553110
6,160,5.0,845553457
6,163,3.0,845553907
6,170,3.0,845554263
6,171,3.0,845555402
6,201,3.0,845556290
6,225,4.0,845553381
6,267,3.0,845554376
6,276,4.0,845553907
6,296,2.0,845553110
6,316,5.0,845553174
6,339,4.0,845553253
6,349,5.0,845553146
6,357,3.0,845553457
6,359,3.0,845556412
6,382,3.0,845554397
6,383,3.0,845554320
6,434,4.0,845553200
6,455,3.0,845554062
6,474,4.0,845553522
6,485,3.0,845553794
6,494,3.0,845554176
6,508,4.0,845553586
6,540,3.0,845554099
6,590,5.0,845553109
6,597,4.0,845553354
6,628,3.0,845555300
6,640,1.0,845555362
6,662,3.0,845556147
6,762,1.0,845555006
6,765,3.0,845555632
6,881,3.0,845556340
6,1064,4.0,845556579
6,1084,3.0,845555454
7,1,4.5,1106635946
7,150,4.5,1106635925
7,1784,0.5,1106635416
7,1917,4.0,1106635484
7,1954,4.5,1106635657
7,2701,1.5,1106713076
7,2858,4.0,1106712546
7,3114,4.5,1106635500
7,3916,4.0,1106636596
7,5445,4.0,1106636707
7,5502,1.5,1106635745
7,5989,4.0,1106636600
7,6863,4.5,1106712827
7,7155,3.0,1173051472
7,8798,4.5,1106636602
7,8949,4.0,1110757890
7,8958,3.5,1110173697
7,8972,2.5,1111552650
7,32029,2.0,1118025946
7,32587,3.5,1128486479
7,45517,4.5,1157066190
7,45730,0.5,1161738279
7,46530,1.0,1157949732
7,49272,4.5,1165876367
8,10,2.0,839463509
8,21,4.0,839463564
8,150,4.0,839463422
8,296,4.0,839463422
8,339,3.0,839463509
8,357,5.0,839463767
8,586,3.0,839463702
8,590,5.0,839463422
8,597,3.0,839463728
9,187,3.0,1044657119
9,5445,4.0,1044656792
9,5447,4.0,1044656836
9,5451,4.0,1044656836
9,5481,5.0,1044656836
9,5872,3.0,1044656962
9,5956,4.0,1044656962
9,6044,2.0,1044657285
10,296,1.0,1455303387
10,597,3.5,1455357645
10,1028,0.5,1455306152
10,1784,3.5,1455301699
10,1907,4.0,1455306183
10,2858,1.0,1455356578
10,4447,4.5,1455398321
10,5377,3.5,1455301898
10,6266,3.0,1455303070
10,6377,3.5,1455306101
10,7154,4.0,1455399087
10,7293,3.5,1455402085
10,7458,5.0,1455356656
10,31685,4.5,1455357602
10,49272,5.0,1455302162
10,51834,1.5,1455399396
10,63113,3.5,1455302183
10,63992,4.5,1455356863
10,64969,0.5,1455357607
10,68954,4.0,1455304158
10,72011,2.5,1455301741
10,72998,2.5,1455356351
10,73017,3.0,1455356691
10,80549,3.5,1455399347
10,81847,3.5,1455399313
10,84374,3.5,1455357730
10,87222,3.5,1455306257
10,95167,4.0,1455398177
10,104374,4.0,1455357653
10,106696,4.5,1455306204
10,112006,4.0,1455398144
11,10,3.0,902154316
11,44,2.0,902154593
11,150,5.0,902154266
11,170,4.0,902154621
11,349,5.0,902154342
11,434,3.0,902154685
11,474,4.0,902154431
11,529,5.0,902155043
11,1358,4.0,902155136
11,1385,3.0,902154542
11,1604,4.0,902154647
11,1608,4.0,902154316
11,1784,5.0,902155043
11,1917,4.0,901200037
12,357,3.5,1247264106
12,2100,3.5,1247263337
12,2572,5.0,1247263689
12,2694,4.0,1247263398
12,3668,5.0,1247264220
12,3967,4.5,1247263471
12,63992,5.0,1247264457
13,597,3.0,987456968
13,1590,4.0,987457086
13,1639,4.0,987456818
13,3409,2.0,987895720
13,3798,4.0,987895720
13,3827,4.0,987895952
13,3897,4.0,987895582
13,4148,4.0,987895720
14,150,4.0,835440977
14,296,3.0,835440978
14,339,4.0,835441066
14,383,4.0,835441729
14,434,4.0,835441066
14,448,3.0,835442201
14,455,3.0,835441812
14,508,3.0,835441558
14,540,3.0,835441794
14,586,3.0,835441451
14,590,4.0,835440977
14,597,3.0,835441431
15,1,2.5,1510577970
15,44,1.0,1299424916
15,296,4.0,1510571877
15,2329,4.5,1510572005
15,2858,4.0,1510571751
15,3510,5.0,1299425097
15,3535,3.5,1510572486
15,5445,4.0,1510571793
15,5989,5.0,1510571938
15,6377,3.0,1510577979
15,50872,3.0,1510577962
15,63859,3.0,1510578158
15,64614,4.0,1510572137
15,68237,3.0,1510572824
15,68954,3.5,1510577953
15,70286,3.5,1510572656
15,71057,4.0,1510578034
15,71264,2.5,1510578103
15,72998,3.0,1510572052
15,79132,3.5,1510571930
15,84152,5.0,1510572834
15,94864,3.0,1510572894
15,99114,1.0,1510571958
15,115713,2.0,1510572009
15,120466,2.5,1510573154
15,134853,4.5,1510572481
15,152081,3.0,1510578039
16,111,4.5,1377477446
16,296,3.0,1377477302
16,1136,4.0,1377476972
16,1188,2.5,1377476656
16,1213,3.5,1377476956
16,1230,4.0,1377477576
16,1260,4.0,1377476887
16,1276,4.0,1377477457
16,2329,3.5,1377477278
16,2490,3.0,1377476611
16,2723,3.5,1377476594
16,2858,3.5,1377476998
16,68954,4.0,1377477654
16,78499,4.5,1377477830
16,79132,3.0,1377476916
17,1,4.5,1305696483
17,44,3.5,1305696245
17,111,4.0,1326943208
17,150,3.5,1305696497
17,296,5.0,1305696455
17,590,4.5,1305696492
17,1036,4.0,1305696741
17,1090,4.5,1322629080
17,1213,4.5,1305696699
17,1228,4.5,1326943248
17,1291,4.0,1305696691
17,1358,3.0,1322629202
17,1466,3.0,1322629229
17,1967,4.0,1305696313
17,2329,4.5,1305696670
17,2858,4.0,1322628761
17,3702,3.5,1305696292
17,6870,3.5,1322629189
17,7482,4.0,1305696864
17,68157,4.0,1305696894
17,68358,4.5,1322629267
17,78499,4.0,1305696624
17,79132,4.5,1305696716
17,82459,4.0,1305696644
18,1,3.5,1455209816
18,70,3.5,1455735732
18,111,4.0,1458516249
18,145,3.5,1456864434
18,163,4.0,1455748933
18,296,4.0,1455050745
18,508,4.0,1455749987
18,586,3.5,1455748696
18,590,4.0,1455209837
18,628,3.5,1459495567
18,653,3.0,1456955524
18,778,4.5,1455050179
18,1020,3.5,1456955800
18,1036,4.0,1455618103
18,1136,4.5,1455210625
18,1213,4.5,1455050000
18,1227,4.5,1485097725
18,1260,4.0,1455059781
18,1275,3.5,1456745019
18,1276,4.0,1456438623
18,1291,4.0,1455059809
18,1466,4.0,1476901312
18,1608,3.0,1455735712
18,1729,4.0,1465468014
18,1784,3.5,1456672335
18,1917,3.0,1455748548
18,1954,4.0,1455749673
18,1961,4.0,1455050512
18,2115,4.0,1455748562
18,2329,4.0,1455209651
18,2409,4.0,1455749696
18,2410,3.5,1456958417
18,2411,3.0,1455749718
18,2412,3.0,1456875250
18,2490,3.5,1504894686
18,3702,3.5,1457382557
18,3785,2.0,1455231603
18,4239,4.0,1476901503
18,5266,3.5,1455050827
18,5445,4.0,1455209691
18,5481,3.0,1455050806
18,5903,3.5,1456832424
18,5956,4.0,1455050816
18,5989,4.0,1455209729
18,6287,3.0,1455049949
18,6377,4.0,1455049810
18,6548,2.0,1455050951
18,6863,3.5,1455049761
18,6870,4.0,1456780831
18,7293,3.0,1455050834
18,7373,3.5,1455049881
18,8784,3.5,1466969253
18,8798,4.0,1455617710
18,8950,4.0,1455049893
18,8958,4.0,1466969258
18,27831,3.5,1456958283
18,30793,4.0,1455050800
18,31685,2.0,1455049910
18,32587,3.5,1455654945
18,44191,4.5,1455050089
18,45517,3.5,1455232017
18,46578,3.5,1455059798
18,50872,3.5,1455059813
18,51540,4.5,1455821297
18,52604,4.5,1457650649
18,55247,3.5,1455231983
18,57669,4.0,1455749164
18,59615,2.5,1455231357
18,59784,4.0,1455749175
18,60756,3.0,1455749449
18,62434,3.5,1455749428
18,64614,3.5,1455059693
18,68157,3.5,1455059756
18,68159,4.0,1475188724
18,68358,3.5,1455231723
18,68954,4.0,1455749241
18,69640,4.0,1456772121
18,70286,3.5,1455749255
18,72011,3.5,1455749223
18,72378,3.0,1455529598
18,72998,4.0,1455749238
18,73017,4.5,1455749266
18,74458,4.5,1455050015
18,74948,4.0,1476901606
18,76175,2.5,1456924918
18,78499,4.0,1456744760
18,79132,4.5,1455050059
18,80219,3.5,1455749571
18,86190,3.5,1456924897
18,86628,4.0,1468877753
18,88129,3.0,1455051194
18,96432,4.0,1521233253
18,96488,4.0,1515532582
18,97752,3.5,1455617979
18,99114,4.0,1455051144
18,115713,4.5,1455051411
18,117176,4.0,1473004722
18,128620,3.5,1502901639
18,134853,3.5,1469994968
18,141688,4.0,1478124485
18,142488,4.5,1486643850
18,161582,4.0,1499631585
18,166015,3.5,1534786448
18,171023,4.0,1505599943
19,1,4.0,965705637
19,10,2.0,965709556
19,13,3.0,965709102
19,44,3.0,965710019
19,48,1.0,965709172
19,70,2.0,965704974
19,107,2.0,965706886
19,170,3.0,965711598
19,173,1.0,965703997
19,316,2.0,965703785
19,339,3.0,965706365
19,357,4.0,965706092
19,423,3.0,965711598
19,434,3.0,965709832
19,455,2.0,965710092
19,474,3.0,965710914
19,485,2.0,965707889
19,494,2.0,965711156
19,540,1.0,965711928
19,586,3.0,965707079
19,597,3.0,965706967
19,640,1.0,965712018
19,653,2.0,965704331
19,661,3.0,965709102
19,762,1.0,965708038
19,785,2.0,965706209
19,810,1.0,965704375
19,881,1.0,965707137
19,911,3.0,965705725
19,915,2.0,965706045
19,933,4.0,965705982
